Dimension,Target Ratio,b,alpha,k,DW-PMAD Accuracy,PCA Accuracy,UMAP Accuracy,Isomap Accuracy,KernelPCA Accuracy,MDS Accuracy
50,0.6,75,5,6,0.877833333,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,75,35,6,0.882666667,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,85,1,6,0.579833333,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,85,25,6,0.879,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,100,1,6,0.794833333,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,100,25,6,0.879333333,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,50,50,6,0.877666667,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,50,10,6,0.885333333,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,65,10,6,0.875,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,75,10,6,0.879833333,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,65,50,6,0.8785,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,85,5,6,0.881666667,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,85,35,6,0.880666667,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,75,50,6,0.879833333,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,100,5,6,0.878166667,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,100,35,6,0.8785,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,100,10,6,0.878833333,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,100,50,6,0.875166667,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,85,50,6,0.88,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.6,85,10,6,0.880833333,0.877833333,0.347333333,0.535666667,0.502666667,0.8295
50,0.05,75,1,10,0.2706,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,85,25,10,0.2716,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,100,1,10,0.2711,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,85,1,10,0.2716,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,75,25,10,0.2705,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,100,25,10,0.271,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,50,1,10,0.2681,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,65,25,10,0.2697,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,50,25,10,0.2683,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,65,1,10,0.1487,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,75,5,10,0.2707,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,85,5,10,0.2716,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,85,35,10,0.2714,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,75,35,10,0.2706,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,100,5,10,0.2711,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,100,35,10,0.2714,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,50,5,10,0.2687,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,65,35,10,0.2703,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,50,35,10,0.2681,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,65,5,10,0.27,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,85,50,10,0.2714,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,75,10,10,0.2706,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,100,50,10,0.2427,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,85,10,10,0.2715,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,75,50,10,0.2709,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,100,10,10,0.2711,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,50,10,10,0.2685,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,65,50,10,0.2699,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,65,10,10,0.2702,0.272,0.2701,0.2415,0.1791,0.2572
50,0.05,50,50,10,0.2684,0.272,0.2701,0.2415,0.1791,0.2572
50,0.1,75,25,10,0.4758,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,50,25,10,0.4731,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,75,1,10,0.4738,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,50,1,10,0.4759,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,65,25,10,0.4737,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,65,1,10,0.1488,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,50,35,10,0.4741,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,75,35,10,0.4738,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,75,5,10,0.472,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,50,5,10,0.4767,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,65,35,10,0.4726,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,65,5,10,0.4758,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,50,50,10,0.473,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,75,50,10,0.4758,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,75,10,10,0.4752,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,50,10,10,0.4732,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,65,50,10,0.4748,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,65,10,10,0.4745,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,100,25,10,0.4763,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,100,1,10,0.4746,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,85,1,10,0.4754,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,85,25,10,0.4753,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,100,35,10,0.4772,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,100,5,10,0.4753,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,85,5,10,0.4757,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,85,35,10,0.4751,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,100,50,10,0.4682,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,100,10,10,0.4751,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,85,10,10,0.4777,0.4719,0.39,0.3431,0.2995,0.5049
50,0.1,85,50,10,0.475,0.4719,0.39,0.3431,0.2995,0.5049
50,0.2,50,1,10,0.6456,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,50,25,10,0.6463,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,65,1,10,0.1487,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,65,25,10,0.6492,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,75,1,10,0.6467,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,75,25,10,0.645,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,100,1,10,0.65,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,100,25,10,0.6449,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,85,25,10,0.6476,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,85,1,10,0.6475,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,100,5,10,0.6476,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,50,35,10,0.6438,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,50,5,10,0.646,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,65,35,10,0.6465,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,65,5,10,0.646,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,75,5,10,0.6464,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,75,35,10,0.6437,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,100,35,10,0.6493,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,85,35,10,0.649,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,85,5,10,0.649,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,100,10,10,0.6501,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,100,50,10,0.6437,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,50,50,10,0.6453,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,65,50,10,0.6483,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,65,10,10,0.6477,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,50,10,10,0.643,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,75,50,10,0.648,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,75,10,10,0.6455,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,85,50,10,0.6491,0.647,0.3922,0.4057,0.3667,0.6806
50,0.2,85,10,10,0.6462,0.647,0.3922,0.4057,0.3667,0.6806
50,0.4,50,1,10,0.8077,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,50,25,10,0.803,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,65,1,10,0.1486,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,50,5,10,0.8053,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,50,35,10,0.8088,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,100,1,10,0.7493,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,85,1,10,0.748,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,65,25,10,0.8074,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,75,1,10,0.8062,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,75,25,10,0.8099,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,100,25,10,0.8069,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,85,25,10,0.8059,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,100,5,10,0.8082,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,65,5,10,0.8061,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,85,5,10,0.8045,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,50,50,10,0.8073,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,50,10,10,0.8046,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,100,35,10,0.8058,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,65,35,10,0.8035,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,75,35,10,0.804,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,75,5,10,0.8073,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,85,35,10,0.8061,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,100,10,10,0.8098,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,100,50,10,0.8027,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,85,10,10,0.8027,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,65,10,10,0.8053,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,75,50,10,0.8053,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,65,50,10,0.8069,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,75,10,10,0.8075,0.8065,0.395,0.4736,0.4564,0.798
50,0.4,85,50,10,0.805,0.8065,0.395,0.4736,0.4564,0.798
50,0.6,50,1,10,0.895,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,50,25,10,0.8923,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,65,1,10,0.1486,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,65,25,10,0.8925,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,75,1,10,0.8926,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,75,25,10,0.8936,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,50,35,10,0.8917,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,50,5,10,0.8967,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,65,5,10,0.8926,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,75,5,10,0.8946,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,65,35,10,0.8942,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,85,1,10,0.589,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,85,25,10,0.8912,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,75,35,10,0.8934,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,100,1,10,0.8109,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,100,25,10,0.8932,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,50,50,10,0.8939,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,50,10,10,0.8936,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,65,10,10,0.8916,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,75,10,10,0.8933,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,65,50,10,0.8936,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,85,5,10,0.8963,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,85,35,10,0.8968,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,75,50,10,0.8895,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,100,5,10,0.8951,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,100,35,10,0.8954,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,100,10,10,0.8957,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,100,50,10,0.8918,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,85,50,10,0.8929,0.8942,0.3945,0.505,0.5276,0.8514
50,0.6,85,10,10,0.8974,0.8942,0.3945,0.505,0.5276,0.8514
50,0.05,75,1,15,0.326266667,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,85,25,15,0.3256,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,85,1,15,0.325666667,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,100,1,15,0.3266,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,50,1,15,0.325533333,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,100,25,15,0.3266,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,75,25,15,0.326333333,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,65,25,15,0.325933333,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,50,25,15,0.325866667,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,65,1,15,0.183533333,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,75,5,15,0.326266667,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,85,35,15,0.3256,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,75,35,15,0.326266667,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,85,5,15,0.325666667,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,100,5,15,0.3266,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,100,35,15,0.327133333,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,50,5,15,0.325866667,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,65,35,15,0.3262,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,50,35,15,0.326,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,65,5,15,0.326266667,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,85,50,15,0.325533333,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,75,10,15,0.326333333,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,100,50,15,0.294533333,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,85,10,15,0.325733333,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,75,50,15,0.3264,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,100,10,15,0.3266,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,50,10,15,0.325866667,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,65,50,15,0.326466667,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,65,10,15,0.326666667,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.05,50,50,15,0.325733333,0.3258,0.324333333,0.295666667,0.2236,0.3246
50,0.1,50,25,15,0.526133333,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,75,25,15,0.527133333,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,75,1,15,0.5248,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,50,1,15,0.525533333,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,65,25,15,0.525733333,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,65,1,15,0.183466667,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,50,35,15,0.524733333,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,75,35,15,0.524333333,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,75,5,15,0.526,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,50,5,15,0.5258,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,65,35,15,0.5274,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,65,5,15,0.524866667,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,50,50,15,0.5254,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,75,50,15,0.526466667,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,75,10,15,0.525733333,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,50,10,15,0.525066667,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,65,50,15,0.525333333,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,65,10,15,0.525,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,100,25,15,0.529,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,100,1,15,0.529266667,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,85,1,15,0.525933333,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,85,25,15,0.526066667,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,100,35,15,0.527533333,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,100,5,15,0.527866667,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,85,5,15,0.526266667,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,85,35,15,0.527133333,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,100,50,15,0.5234,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,100,10,15,0.5304,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,85,10,15,0.5258,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.1,85,50,15,0.526933333,0.527533333,0.4374,0.398666667,0.3452,0.5622
50,0.2,50,1,15,0.690133333,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,50,25,15,0.6918,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,65,1,15,0.183533333,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,65,25,15,0.6904,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,75,1,15,0.689066667,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,100,1,15,0.691866667,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,75,25,15,0.686533333,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,100,25,15,0.688933333,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,85,25,15,0.6916,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,85,1,15,0.690733333,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,100,5,15,0.690733333,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,50,35,15,0.6884,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,50,5,15,0.689266667,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,65,35,15,0.686666667,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,65,5,15,0.690666667,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,75,5,15,0.691,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,75,35,15,0.688533333,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,100,35,15,0.689733333,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,85,35,15,0.691666667,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,85,5,15,0.691866667,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,100,10,15,0.691,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,50,50,15,0.691133333,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,65,50,15,0.692133333,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,100,50,15,0.686466667,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,65,10,15,0.689866667,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,50,10,15,0.6888,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,75,50,15,0.690533333,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,75,10,15,0.6888,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,85,50,15,0.688933333,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.2,85,10,15,0.6876,0.690333333,0.4412,0.440666667,0.4064,0.7166
50,0.4,50,1,15,0.832533333,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,50,25,15,0.831666667,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,65,1,15,0.1836,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,50,5,15,0.8306,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,50,35,15,0.832133333,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,100,1,15,0.769866667,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,85,1,15,0.769866667,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,65,25,15,0.833133333,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,75,1,15,0.831333333,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,75,25,15,0.835,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,100,25,15,0.832466667,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,85,25,15,0.834533333,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,100,5,15,0.833466667,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,65,5,15,0.832866667,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,85,5,15,0.829533333,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,50,50,15,0.8332,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,50,10,15,0.832866667,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,100,35,15,0.830466667,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,65,35,15,0.832933333,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,75,35,15,0.829866667,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,75,5,15,0.8336,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,85,35,15,0.8324,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,100,10,15,0.8334,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,85,10,15,0.830933333,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,65,10,15,0.830533333,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,100,50,15,0.828733333,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,75,50,15,0.833533333,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,65,50,15,0.834266667,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,75,10,15,0.832866667,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.4,85,50,15,0.8318,0.832866667,0.443466667,0.4784,0.4936,0.824266667
50,0.6,50,1,15,0.9096,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,50,25,15,0.909266667,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,65,1,15,0.183466667,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,65,25,15,0.908466667,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,75,1,15,0.908866667,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,75,25,15,0.9098,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,50,35,15,0.910466667,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,50,5,15,0.9082,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,65,5,15,0.9096,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,75,5,15,0.908733333,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,65,35,15,0.907666667,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,85,1,15,0.603733333,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,85,25,15,0.908066667,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,75,35,15,0.906333333,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,100,1,15,0.8258,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,100,25,15,0.908666667,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,50,50,15,0.907066667,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,50,10,15,0.908533333,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,65,10,15,0.9064,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,75,10,15,0.908733333,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,65,50,15,0.908866667,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,85,5,15,0.908266667,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,85,35,15,0.909333333,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,75,50,15,0.907533333,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,100,5,15,0.909266667,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,100,35,15,0.9086,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,100,10,15,0.910066667,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,100,50,15,0.905533333,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,85,50,15,0.907733333,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
50,0.6,85,10,15,0.91,0.907466667,0.4444,0.497333333,0.563666667,0.871333333
